pos	ac	het	n	block
243644	4	4	182	SV_b27
243720	14	14	126	SV_b27
243798	49	47	148	SV_b27
243866	10	10	158	SV_b27
244004	13	13	172	SV_b27
244022	11	11	146	SV_b27
244067	71	71	162	SV_b27
244088	72	72	166	SV_b27
244212	11	11	168	SV_b27
244285	71	71	172	SV_b27
244332	6	6	168	SV_b27
244453	4	4	190	SV_b27
244521	42	42	154	SV_b27
244559	1	1	194	SV_b27
244612	4	4	186	SV_b27
244622	1	1	200	SV_b27
244715	99	97	200	SV_b27
244814	1	1	192	SV_b27
244831	5	5	180	SV_b27
244876	101	99	200	SV_b27
244912	70	70	158	SV_b27
245068	10	10	160	SV_b27
245113	11	11	168	SV_b27
245205	21	21	166	SV_b27
245224	1	1	196	SV_b27
245242	1	1	198	SV_b27
245272	54	54	136	SV_b27
245300	24	24	144	SV_b27
245388	12	12	152	SV_b27
245441	12	12	174	SV_b27
245549	7	7	172	SV_b27
245567	1	1	196	SV_b27
245630	71	67	160	SV_b27
245650	3	3	162	SV_b27
245700	9	9	174	SV_b27
245789	15	15	172	SV_b27
245848	6	6	200	SC_b28
245877	196	4	200	SC_b28
245966	166	22	200	SC_b28
246010	17	15	200	SC_b28
246013	1	1	200	SC_b28
246033	167	23	200	SC_b28
246043	3	3	200	SC_b28
246088	166	22	200	SC_b28
246114	13	13	156	SV_b28
246158	199	1	200	SC_b29
246178	1	1	200	SC_b29
246375	8	8	200	SC_b29
246384	192	8	200	SC_b29
246435	48	36	200	SC_b29
246494	4	4	200	SC_b29
246715	5	5	200	SC_b29
246766	13	13	200	SC_b29
246951	104	44	200	SC_b29
246997	1	1	200	SC_b29
247003	200	0	200	SC_b29
247051	200	0	200	SC_b29
247147	5	5	200	SC_b29
247308	50	36	200	SC_b29
247407	119	43	200	SC_b29
247433	200	0	200	SC_b29
247842	200	0	200	SC_b29
247876	200	0	200	SC_b29
248009	19	17	200	SC_b29
248239	1	1	200	SC_b29
248252	3	3	200	SC_b29
248278	47	35	200	SC_b29
248345	49	37	200	SC_b29
248369	10	10	200	SC_b29
248437	49	37	200	SC_b29
248614	1	1	200	SC_b29
248734	7	7	200	SC_b29
248734	2	2	200	SC_b29
248951	7	5	200	SC_b29
248966	193	5	200	SC_b29
248979	194	6	200	SC_b29
249220	5	5	200	SC_b29
249295	10	10	200	SC_b29
249371	4	4	200	SC_b29
249422	5	5	200	SC_b29
249485	50	36	200	SC_b29
249558	82	42	200	SC_b29
249588	118	44	200	SC_b29
249607	118	44	200	SC_b29
249622	82	44	200	SC_b29
249674	83	43	200	SC_b29
249956	16	12	200	SC_b29
250067	8	8	200	SC_b29
250119	5	5	200	SC_b29
250166	2	2	200	SC_b29
250332	1	1	200	SC_b29
250558	68	40	200	SC_b29
250620	199	1	200	SC_b29
250639	199	1	200	SC_b29
250839	10	10	200	SC_b29
250863	3	3	200	SC_b29
250874	1	1	200	SC_b29
250919	197	3	200	SC_b29
250932	4	4	200	SC_b29
251029	3	3	200	SC_b29
251070	197	3	200	SC_b29
251074	83	43	200	SC_b29
251201	14	14	200	SC_b29
251433	29	25	200	SC_b29
251536	200	0	200	SC_b29
251575	118	44	200	SC_b29
251588	1	1	200	SC_b29
251695	2	2	200	SC_b29
251980	4	4	200	SC_b29
252108	197	3	200	SC_b29
252113	117	41	200	SC_b29
252139	1	1	200	SC_b29
252147	197	3	200	SC_b29
252177	197	3	200	SC_b29
252281	49	37	200	SC_b29
252287	170	24	200	SC_b29
252369	4	4	200	SC_b29
252435	1	1	200	SC_b29
252453	82	44	200	SC_b29
252459	84	42	200	SC_b29
252463	10	10	200	SC_b29
252646	2	2	200	SC_b29
252904	48	36	200	SC_b29
253003	68	40	200	SC_b29
253063	14	14	200	SC_b29
253102	11	9	200	SC_b29
253115	14	14	200	SC_b29
253317	3	3	200	SC_b29
253556	3	3	200	SC_b29
253795	1	1	200	SC_b29
253908	1	1	200	SC_b29
254070	49	37	200	SC_b29
254085	1	1	200	SC_b29
254096	11	9	200	SC_b29
254100	199	1	200	SC_b29
254115	27	23	200	SC_b29
254117	1	1	200	SC_b29
254164	1	1	200	SC_b29
254380	4	4	200	SC_b29
254457	2	2	200	SC_b29
254838	4	4	200	SC_b29
254868	9	9	200	SC_b29
254902	8	6	200	SC_b29
254921	3	3	200	SC_b29
254926	118	44	200	SC_b29
254932	13	13	200	SC_b29
254941	118	44	200	SC_b29
254986	117	43	200	SC_b29
254988	1	1	200	SC_b29
255037	81	43	200	SC_b29
255119	4	4	200	SC_b29
255233	3	3	200	SC_b29
255244	4	4	200	SC_b29
255248	4	2	200	SC_b29
255472	2	2	200	SC_b29
255494	200	0	200	SC_b29
255657	4	4	200	SC_b29
255680	11	9	200	SC_b29
255823	200	0	200	SC_b29
255962	199	1	200	SC_b29
255999	199	1	200	SC_b29
256025	1	1	200	SC_b29
256063	200	0	200	SC_b29
256212	200	0	200	SC_b29
256240	8	8	200	SC_b29
256266	200	0	200	SC_b29
256300	48	36	200	SC_b29
256313	200	0	200	SC_b29
256408	118	44	200	SC_b29
256463	1	1	200	SC_b29
256493	199	1	200	SC_b29
256517	199	1	200	SC_b29
256519	200	0	200	SC_b29
256668	6	6	200	SC_b29
256672	21	17	200	SC_b29
256788	3	3	200	SC_b29
256801	199	1	200	SC_b29
256896	1	1	200	SC_b29
257137	200	0	200	SC_b29
257347	200	0	200	SC_b29
257360	1	1	200	SC_b29
257446	9	9	200	SC_b29
257463	9	9	200	SC_b29
257498	15	13	200	SC_b29
257502	120	42	200	SC_b29
257588	38	38	144	SV_b29
257768	12	12	158	SV_b29
257894	5	5	168	SV_b29
257903	1	1	196	SV_b29
258050	4	4	166	SV_b29
258123	12	12	152	SV_b29
258245	4	4	186	SV_b29
258277	16	16	200	SC_b30
258391	15	15	200	SC_b30
258391	138	44	200	SC_b30
258424	15	15	200	SC_b30
258449	8	8	200	SC_b30
258763	112	44	200	SC_b31
258980	149	37	200	SC_b31
259010	15	13	200	SC_b31
259196	38	26	200	SC_b31
259266	200	0	200	SC_b31
259348	1	1	200	SC_b31
259463	10	10	200	SC_b31
259561	23	19	200	SC_b31
259625	7	7	200	SC_b31
259671	150	38	200	SC_b31
259857	2	2	200	SC_b31
259916	15	13	200	SC_b31
260030	2	2	200	SC_b31
260054	1	1	200	SC_b31
260099	36	26	200	SC_b31
260158	14	12	200	SC_b31
260275	15	13	200	SC_b31
260285	3	3	200	SC_b31
260332	185	13	200	SC_b31
260372	15	13	200	SC_b31
260404	10	10	200	SC_b31
260435	15	13	200	SC_b31
260567	150	38	200	SC_b31
260571	7	5	200	SC_b31
260584	33	25	200	SC_b31
260602	2	2	200	SC_b31
260617	7	7	200	SC_b31
260853	10	10	200	SC_b31
260940	3	3	200	SC_b31
261006	114	42	200	SC_b31
261404	185	13	200	SC_b31
261445	5	5	200	SC_b31
261464	185	13	200	SC_b31
261536	200	0	200	SC_b31
261624	37	27	200	SC_b31
261697	1	1	200	SC_b31
261835	4	4	186	SV_b31
261840	2	2	194	SV_b31
261855	2	2	194	SV_b31
261887	65	65	160	SV_b31
261916	1	1	194	SV_b31
261952	23	23	148	SV_b31
262425	102	98	200	SV_b31
262483	71	71	174	SV_b31
262745	33	27	200	SC_b32
263114	64	46	200	SC_b32
263187	33	27	200	SC_b32
263535	2	2	200	SC_b32
263655	2	2	200	SC_b32
263707	200	0	200	SC_b32
263734	23	19	200	SC_b32
263801	200	0	200	SC_b32
263857	1	1	200	SC_b32
264064	22	18	200	SC_b32
264094	65	45	200	SC_b32
264370	200	0	200	SC_b32
264502	22	18	200	SC_b32
264510	161	27	200	SC_b32
264544	161	27	200	SC_b32
264604	38	28	200	SC_b32
264605	38	28	200	SC_b32
264618	10	10	200	SC_b32
264695	2	2	200	SC_b32
264912	192	8	200	SC_b32
264943	8	8	200	SC_b32
264945	8	8	200	SC_b32
264950	193	7	200	SC_b32
265009	9	9	200	SC_b32
265163	55	45	200	SC_b32
265179	36	26	200	SC_b32
265222	19	15	200	SC_b32
265323	20	16	200	SC_b32
265390	34	28	200	SC_b32
265516	200	0	200	SC_b32
265529	42	34	200	SC_b32
265589	64	46	200	SC_b32
266074	4	4	200	SC_b32
266094	64	46	200	SC_b32
266224	105	49	200	SC_b32
266329	199	1	200	SC_b32
266367	199	1	200	SC_b32
266398	1	1	200	SC_b32
266412	20	18	200	SC_b32
266434	64	46	200	SC_b32
266475	2	2	200	SC_b32
266566	12	12	200	SC_b32
266712	34	28	200	SC_b32
266713	167	27	200	SC_b32
266846	1	1	200	SC_b32
266959	2	2	200	SC_b32
266978	200	0	200	SC_b32
266992	64	46	200	SC_b32
267099	1	1	200	SC_b32
267151	103	51	200	SC_b32
267247	103	51	200	SC_b32
267362	2	2	200	SC_b32
267404	3	3	200	SC_b32
267446	34	28	200	SC_b32
267673	200	0	200	SC_b32
267685	200	0	200	SC_b32
267720	166	28	200	SC_b32
267746	166	28	200	SC_b32
267753	168	26	200	SC_b32
267955	22	18	200	SC_b32
267970	4	4	200	SC_b32
268003	3	3	200	SC_b32
268453	7	7	200	SC_b32
268555	2	2	200	SC_b32
268642	34	28	200	SC_b32
268664	111	49	200	SC_b32
268688	102	52	200	SC_b32
269043	1	1	200	SC_b32
269045	199	1	200	SC_b32
269100	199	1	200	SC_b32
269208	3	3	200	SC_b32
269307	1	1	200	SC_b32
269494	102	50	200	SC_b32
269519	102	52	200	SC_b32
269581	200	0	200	SC_b32
269749	6	4	200	SC_b32
269895	63	45	200	SC_b32
270015	2	2	200	SC_b32
270238	158	34	200	SC_b32
270245	157	33	200	SC_b32
270303	157	33	200	SC_b32
270329	23	17	200	SC_b32
270444	21	15	200	SC_b32
270464	81	43	200	SC_b32
270471	1	1	200	SC_b32
270705	200	0	200	SC_b32
270724	200	0	200	SC_b32
270800	3	3	200	SC_b32
271691	20	18	200	SC_b32
271736	5	5	200	SC_b32
271843	199	1	200	SC_b32
271865	1	1	200	SC_b32
272003	3	3	200	SC_b32
272049	9	7	200	SC_b32
272356	12	12	200	SC_b32
272381	34	26	200	SC_b32
272450	64	46	200	SC_b32
272579	36	26	200	SC_b32
272691	4	4	200	SC_b32
272726	166	28	200	SC_b32
272772	200	0	200	SC_b32
272783	1	1	200	SC_b32
272843	198	2	200	SC_b33
272865	1	1	200	SC_b33
272880	2	2	200	SC_b33
272939	31	25	200	SC_b33
272962	1	1	200	SC_b33
273046	168	26	200	SC_b33
273280	11	11	200	SC_b33
273506	31	25	200	SC_b33
273604	1	1	200	SC_b33
273740	44	32	200	SC_b33
273748	1	1	200	SC_b33
273889	15	15	200	SC_b33
273891	1	1	200	SC_b33
274004	1	1	200	SC_b33
274028	33	25	200	SC_b33
274048	168	26	200	SC_b33
274111	32	26	200	SC_b33
274251	1	1	200	SC_b33
274258	49	39	200	SC_b33
274305	168	26	200	SC_b33
274317	129	45	200	SC_b33
274322	1	1	200	SC_b33
274332	39	31	200	SC_b33
274543	1	1	200	SC_b33
274584	7	5	200	SC_b33
274694	16	14	200	SC_b33
274791	1	1	200	SC_b33
274880	30	30	158	SV_b33
274898	4	4	190	SV_b33
274934	26	24	146	SV_b33
275048	1	1	198	SV_b33
275154	5	5	182	SV_b33
275178	101	99	200	SV_b33
275444	6	6	200	SC_b34
275854	195	5	200	SC_b34
275854	5	5	200	SC_b34
275917	5	5	200	SC_b34
276040	195	5	200	SC_b34
276713	4	4	200	SC_b34
276763	23	19	200	SC_b34
276839	195	5	200	SC_b34
276884	8	8	200	SC_b34
277019	8	8	200	SC_b34
277116	22	18	200	SC_b34
277141	200	0	200	SC_b34
277341	1	1	200	SC_b34
277411	10	10	200	SC_b34
277447	7	7	200	SC_b34
277492	5	5	200	SC_b34
277589	31	25	200	SC_b34
277624	5	5	200	SC_b34
277795	5	5	200	SC_b34
277800	41	29	200	SC_b34
277845	160	30	200	SC_b34
277888	39	29	200	SC_b34
277890	39	29	200	SC_b34
277897	155	33	200	SC_b34
278012	5	5	200	SC_b34
278043	40	30	200	SC_b34
278075	44	34	200	SC_b34
278169	5	5	200	SC_b34
278196	5	5	200	SC_b34
278241	9	9	200	SC_b34
278264	5	5	200	SC_b34
278268	195	5	200	SC_b34
278309	7	7	200	SC_b34
278335	5	5	200	SC_b34
278592	5	5	200	SC_b34
278614	195	5	200	SC_b34
278624	5	5	200	SC_b34
278684	195	5	200	SC_b34
278693	195	5	200	SC_b34
278745	6	4	200	SC_b34
278812	6	4	200	SC_b34
278930	5	5	200	SC_b34
279046	1	1	200	SC_b34
279051	2	2	200	SC_b34
279076	195	5	200	SC_b34
279170	13	11	200	SC_b34
279226	30	26	200	SC_b34
279402	40	30	200	SC_b34
279447	12	12	200	SC_b34
279524	12	12	200	SC_b34
279568	195	5	200	SC_b34
279577	5	5	200	SC_b34
279584	7	7	200	SC_b34
279602	5	5	200	SC_b34
279753	10	10	200	SC_b34
279757	155	33	200	SC_b34
279825	5	5	200	SC_b34
279875	185	15	200	SC_b34
280136	5	5	200	SC_b34
280142	4	4	200	SC_b34
280205	6	4	200	SC_b34
280293	10	8	200	SC_b34
280343	8	6	200	SC_b34
280365	47	37	200	SC_b34
280414	7	7	200	SC_b34
280421	13	13	200	SC_b34
280457	193	7	200	SC_b34
280588	10	10	200	SC_b34
280666	4	4	200	SC_b34
280730	11	11	200	SC_b34
280788	190	10	200	SC_b34
280826	5	5	200	SC_b34
280831	195	5	200	SC_b34
280847	10	10	200	SC_b34
280865	5	5	200	SC_b34
280876	200	0	200	SC_b34
280883	200	0	200	SC_b34
280903	2	2	200	SC_b34
280957	8	6	200	SC_b34
280961	23	19	200	SC_b34
280970	5	5	200	SC_b34
280997	2	2	200	SC_b34
281089	5	5	200	SC_b34
281130	7	7	200	SC_b34
281137	5	5	200	SC_b34
281148	195	5	200	SC_b34
281180	155	33	200	SC_b34
281204	5	5	200	SC_b34
281209	7	7	200	SC_b34
281242	5	5	200	SC_b34
281278	195	5	200	SC_b34
281308	196	4	200	SC_b34
281459	156	32	200	SC_b34
281677	8	8	200	SC_b34
281900	200	0	200	SC_b34
281944	2	2	200	SC_b34
281947	200	0	200	SC_b34
282023	200	0	200	SC_b34
282073	200	0	200	SC_b34
282077	154	32	200	SC_b34
282196	3	3	200	SC_b34
282336	5	5	200	SC_b34
282345	195	5	200	SC_b34
282433	5	5	200	SC_b34
282435	5	5	200	SC_b34
282440	195	5	200	SC_b34
282446	5	5	200	SC_b34
282460	5	5	200	SC_b34
282482	195	5	200	SC_b34
282495	195	5	200	SC_b34
282520	195	5	200	SC_b34
282588	195	5	200	SC_b34
282678	5	5	200	SC_b34
282718	5	5	200	SC_b34
282720	7	5	200	SC_b34
282734	5	5	200	SC_b34
282756	5	5	200	SC_b34
282779	5	5	200	SC_b34
282781	196	4	200	SC_b34
282865	195	5	200	SC_b34
282948	195	5	200	SC_b34
282966	6	4	200	SC_b34
282990	195	5	200	SC_b34
283067	4	4	200	SC_b34
283089	10	10	200	SC_b34
283179	10	10	200	SC_b34
283184	4	4	200	SC_b34
283220	5	5	200	SC_b34
283497	10	10	200	SC_b34
283515	30	26	200	SC_b34
283585	200	0	200	SC_b34
283587	5	5	200	SC_b34
283657	5	5	200	SC_b34
283740	7	7	200	SC_b34
283850	1	1	200	SC_b34
284032	40	30	200	SC_b34
284082	1	1	200	SC_b34
284212	195	5	200	SC_b34
284412	5	5	200	SC_b34
284428	195	5	200	SC_b34
284435	8	8	200	SC_b34
284545	5	5	200	SC_b34
284548	156	32	200	SC_b34
284554	10	10	200	SC_b34
284592	195	5	200	SC_b34
284682	5	5	200	SC_b34
284710	195	5	200	SC_b34
284721	5	5	200	SC_b34
284784	3	3	200	SC_b34
284871	2	2	200	SC_b34
284898	1	1	200	SC_b34
285024	4	4	200	SC_b34
285087	5	5	200	SC_b34
285225	5	5	200	SC_b34
285245	40	30	200	SC_b34
285367	154	32	200	SC_b34
285544	200	0	200	SC_b34
285704	195	5	200	SC_b34
285724	195	5	200	SC_b34
285727	195	5	200	SC_b34
285900	7	7	200	SC_b34
285956	5	5	200	SC_b34
285965	3	3	200	SC_b34
285976	3	3	200	SC_b34
285987	3	3	200	SC_b34
286051	200	0	200	SC_b34
286089	200	0	200	SC_b34
286134	5	5	200	SC_b34
286285	200	0	200	SC_b34
286392	195	5	200	SC_b34
286402	5	5	200	SC_b34
286417	5	5	200	SC_b34
286624	200	0	200	SC_b34
286685	22	16	200	SC_b34
286815	40	30	200	SC_b34
286966	5	5	200	SC_b34
287023	194	4	200	SC_b34
287106	195	5	200	SC_b34
287196	1	1	200	SC_b34
287211	199	1	200	SC_b34
287340	5	5	200	SC_b34
287358	5	5	200	SC_b34
287427	1	1	200	SC_b34
287486	7	7	200	SC_b34
287506	1	1	200	SC_b34
287533	199	1	200	SC_b34
287551	1	1	200	SC_b34
287554	1	1	200	SC_b34
287580	199	1	200	SC_b34
287601	6	4	200	SC_b34
287623	1	1	200	SC_b34
287650	5	5	200	SC_b34
287740	199	1	200	SC_b34
287981	46	32	200	SC_b34
287999	5	5	200	SC_b34
288229	195	5	200	SC_b34
288485	46	36	200	SC_b34
288494	3	3	200	SC_b34
288678	3	3	200	SC_b34
288696	5	5	200	SC_b34
289034	5	5	200	SC_b34
289106	195	5	200	SC_b34
289146	5	5	200	SC_b34
289266	40	28	200	SC_b34
289293	8	8	200	SC_b34
289416	5	5	200	SC_b34
289780	3	3	194	SV_b34
290013	34	34	136	SV_b34
290035	18	18	134	SV_b34
290041	20	20	134	SV_b34
290055	7	7	182	SV_b34
290079	48	48	152	SV_b34
290141	32	32	130	SV_b34
290153	31	31	128	SV_b34
290157	1	1	200	SV_b34
290179	6	6	180	SV_b34
290374	4	4	170	SV_b34
290376	23	23	142	SV_b34
290402	36	36	136	SV_b34
290434	7	7	182	SV_b34
290692	4	4	196	SV_b34
290714	30	28	122	SV_b34
290728	23	23	138	SV_b34
291037	4	4	178	SV_b34
291069	6	6	170	SV_b34
291183	100	98	198	SV_b34
291199	2	0	180	SV_b34
291231	1	1	198	SV_b34
291291	2	2	186	SV_b34
291376	6	6	176	SV_b34
291466	1	1	198	SV_b34
291484	26	26	152	SV_b34
291486	77	75	166	SV_b34
291510	32	32	124	SV_b34
291672	31	29	138	SV_b34
291837	2	2	196	SV_b34
291851	1	1	200	SV_b34
291909	24	24	158	SV_b34
291977	4	4	178	SV_b34
292017	49	49	138	SV_b34
292057	1	1	198	SV_b34
292293	1	1	200	SV_b34
292360	21	21	200	SC_b35
292387	79	49	200	SC_b35
292624	200	0	200	SC_b35
292626	200	0	200	SC_b35
292847	5	5	200	SC_b35
292907	5	5	200	SC_b35
292915	197	3	200	SC_b35
292938	3	3	200	SC_b35
292963	1	1	200	SC_b35
292989	2	2	200	SC_b35
292990	8	8	200	SC_b35
293116	3	3	200	SC_b35
293139	10	10	200	SC_b35
293189	3	3	200	SC_b35
293325	55	37	200	SC_b35
293336	2	2	200	SC_b35
293480	3	3	200	SC_b35
293496	53	39	200	SC_b35
293554	79	49	200	SC_b35
293719	4	4	200	SC_b35
294356	11	11	200	SC_b35
294373	1	1	200	SC_b35
294565	21	21	200	SC_b35
294872	67	49	200	SC_b35
295032	14	14	200	SC_b35
295381	4	4	200	SC_b35
295472	5	5	200	SC_b35
295524	1	1	200	SC_b35
295699	1	1	200	SC_b35
296037	200	0	200	SC_b35
296098	2	2	200	SC_b35
296145	5	3	200	SC_b35
296220	195	3	200	SC_b35
296502	200	0	200	SC_b35
296522	1	1	200	SC_b35
296539	51	39	200	SC_b35
296834	2	2	200	SC_b35
297294	200	0	200	SC_b35
297538	200	0	200	SC_b35
297623	98	98	200	SV_b35
297667	102	98	200	SV_b35
297748	52	52	138	SV_b35
297821	5	5	172	SV_b35
298014	98	98	200	SV_b35
298028	4	4	180	SV_b35
298035	100	96	200	SV_b35
298172	8	8	160	SV_b35
298218	100	98	200	SV_b35
298359	1	1	198	SV_b35
298362	100	100	200	SV_b35
298375	100	94	194	SV_b35
298376	1	1	190	SV_b35
298664	6	6	200	SC_b36
298964	1	1	200	SC_b36
299013	33	27	200	SC_b36
299190	2	2	200	SC_b36
299351	15	15	200	SC_b36
299364	2	2	200	SC_b36
299412	1	1	200	SC_b36
299542	19	15	200	SC_b36
299816	5	3	200	SC_b36
300028	2	2	200	SC_b36
300260	5	5	200	SC_b36
300291	189	11	200	SC_b36
300391	20	16	200	SC_b36
300547	1	1	200	SC_b36
300634	34	22	200	SC_b36
300663	1	1	200	SC_b36
301091	20	16	200	SC_b36
301326	7	5	200	SC_b36
301345	1	1	200	SC_b36
301371	8	8	200	SC_b36
301461	1	1	200	SC_b36
301475	8	8	200	SC_b36
301528	15	15	200	SC_b36
301562	192	8	200	SC_b36
301918	15	15	200	SC_b36
302021	200	0	200	SC_b36
302096	50	40	200	SC_b36
302109	200	0	200	SC_b36
302195	183	15	200	SC_b36
302236	200	0	200	SC_b36
302243	200	0	200	SC_b36
302349	51	41	200	SC_b36
302916	3	3	200	SC_b36
302984	2	2	200	SC_b36
303009	4	4	200	SC_b36
303019	95	61	200	SC_b36
303170	1	1	200	SC_b36
303228	1	1	200	SC_b36
303323	200	0	200	SC_b36
303343	200	0	200	SC_b36
303649	14	14	200	SC_b36
303736	2	2	200	SC_b36
303738	33	23	200	SC_b36
303830	200	0	200	SC_b36
304080	15	15	200	SC_b36
304188	5	3	200	SC_b36
304243	166	26	200	SC_b36
304324	1	1	200	SC_b36
304331	4	4	200	SC_b36
304353	34	28	200	SC_b36
304394	34	28	200	SC_b36
304397	22	20	200	SC_b36
304418	15	15	200	SC_b36
304437	15	15	200	SC_b36
304499	166	28	200	SC_b36
304921	15	15	200	SC_b36
304943	6	6	200	SC_b36
304948	194	6	200	SC_b36
304970	194	6	200	SC_b36
305042	16	14	200	SC_b36
305135	200	0	200	SC_b36
305549	187	13	200	SC_b36
305972	185	13	200	SC_b36
306291	2	2	200	SC_b36
306297	1	1	200	SC_b36
306380	1	1	200	SC_b36
306452	199	1	200	SC_b36
306637	16	16	200	SC_b36
306646	1	1	200	SC_b36
306741	2	2	200	SC_b36
306799	200	0	200	SC_b36
306941	16	16	200	SC_b36
306947	6	6	200	SC_b36
306968	1	1	200	SC_b36
307098	6	6	200	SC_b36
307544	6	6	200	SC_b36
307587	194	6	200	SC_b36
307610	6	6	200	SC_b36
307736	11	11	200	SC_b36
307797	200	0	200	SC_b36
307877	4	4	192	SV_b36
307918	83	83	178	SV_b36
307933	82	80	176	SV_b36
307971	4	4	188	SV_b36
308344	159	31	200	SC_b37
308427	71	41	200	SC_b37
308446	89	51	200	SC_b37
308461	112	52	200	SC_b37
308462	71	41	200	SC_b37
308579	159	31	200	SC_b37
308609	159	31	200	SC_b37
308676	160	32	200	SC_b37
308908	200	0	200	SC_b37
308996	49	39	200	SC_b37
309066	199	1	200	SC_b37
309092	2	2	200	SC_b37
309287	2	2	200	SC_b37
309490	3	3	200	SC_b37
309655	11	9	200	SC_b37
309749	2	2	200	SC_b37
309834	2	2	200	SC_b37
309870	2	2	200	SC_b37
309877	68	40	200	SC_b37
309941	198	2	200	SC_b37
309968	1	1	200	SC_b37
310050	90	50	200	SC_b37
310135	2	2	200	SC_b37
310355	1	1	200	SC_b37
310368	1	1	200	SC_b37
310466	199	1	200	SC_b37
310478	1	1	200	SC_b37
310496	199	1	200	SC_b37
310569	199	1	200	SC_b37
310610	2	2	200	SC_b37
310636	71	41	200	SC_b37
310722	1	1	200	SC_b37
310810	3	3	200	SC_b37
310837	89	53	200	SC_b37
310844	20	16	200	SC_b37
310917	1	1	200	SC_b37
311109	90	52	200	SC_b37
311274	190	10	200	SC_b37
311361	12	12	200	SC_b37
311399	188	12	200	SC_b37
311493	14	14	200	SC_b37
311598	6	6	200	SC_b37
311642	2	2	200	SC_b37
311822	129	41	200	SC_b37
311843	90	52	200	SC_b37
311852	89	53	200	SC_b37
311900	160	32	200	SC_b37
311911	62	40	200	SC_b37
312087	71	41	200	SC_b37
312799	39	31	200	SC_b37
312819	89	53	200	SC_b37
313014	2	2	200	SC_b37
313061	2	2	200	SC_b37
313292	188	10	200	SC_b37
313372	200	0	200	SC_b37
313407	200	0	200	SC_b37
313937	131	39	200	SC_b37
314001	70	40	200	SC_b37
314212	200	0	200	SC_b37
314470	18	18	200	SC_b37
314490	71	41	200	SC_b37
314858	199	1	200	SC_b37
315025	5	5	200	SC_b37
315035	195	5	200	SC_b37
315062	195	5	200	SC_b37
315071	5	5	200	SC_b37
315135	71	41	200	SC_b37
315231	41	31	200	SC_b37
315410	1	1	200	SC_b37
315501	159	31	200	SC_b37
315510	40	32	200	SC_b37
315528	159	31	200	SC_b37
315569	160	32	200	SC_b37
315622	10	8	200	SC_b37
315988	39	31	200	SC_b37
316002	3	3	200	SC_b37
316054	88	52	200	SC_b37
316081	1	1	200	SC_b37
316107	42	30	200	SC_b37
316214	88	52	200	SC_b37
316216	3	3	200	SC_b37
317625	1	1	200	SC_b37
317668	7	7	200	SC_b37
317705	40	32	200	SC_b37
317810	40	30	200	SC_b37
317853	3	3	200	SC_b37
318269	1	1	200	SC_b37
318779	40	32	200	SC_b37
318914	162	30	200	SC_b37
318978	3	3	200	SC_b37
319024	2	2	200	SC_b37
319124	60	42	200	SC_b37
319202	160	32	200	SC_b37
319284	2	2	200	SC_b37
319380	161	31	200	SC_b37
319525	3	3	200	SC_b37
319586	8	8	200	SC_b37
319810	9	9	200	SC_b37
319908	161	29	200	SC_b37
319943	1	1	200	SC_b37
320000	11	11	200	SC_b37
320137	7	5	200	SC_b37
320203	41	31	200	SC_b37
320364	1	1	200	SC_b37
320375	200	0	200	SC_b37
320432	200	0	200	SC_b37
320544	88	52	200	SC_b37
320571	3	3	200	SC_b37
320773	179	15	200	SC_b37
320782	182	14	200	SC_b37
320784	2	2	200	SC_b37
320834	40	32	200	SC_b37
320846	2	2	200	SC_b37
320892	2	2	200	SC_b37
321052	160	32	200	SC_b37
321088	1	1	200	SC_b37
321102	1	1	200	SC_b37
321161	88	52	200	SC_b37
321218	1	1	200	SC_b37
321329	89	53	200	SC_b37
321946	3	3	200	SC_b37
322502	162	32	200	SC_b38
322525	163	33	200	SC_b38
322665	9	9	200	SC_b38
322684	190	8	200	SC_b38
322974	200	0	200	SC_b38
322989	37	33	200	SC_b38
323072	52	40	200	SC_b38
323209	150	42	200	SC_b38
323232	13	13	200	SC_b38
323241	187	13	200	SC_b38
323350	186	12	200	SC_b38
323528	200	0	200	SC_b38
323529	200	0	200	SC_b38
323556	200	0	200	SC_b38
323572	105	51	200	SC_b38
323624	37	33	200	SC_b38
323625	37	33	200	SC_b38
323765	3	3	200	SC_b38
323963	58	36	200	SC_b38
324112	163	33	200	SC_b38
324134	41	27	200	SC_b38
324169	163	33	200	SC_b38
324242	163	33	200	SC_b38
324303	1	1	200	SC_b38
324353	3	3	200	SC_b38
324410	2	2	200	SC_b38
324417	200	0	200	SC_b38
324440	200	0	200	SC_b38
324444	200	0	200	SC_b38
324451	200	0	200	SC_b38
324563	200	0	200	SC_b38
324591	57	41	200	SC_b38
324623	57	41	200	SC_b38
325030	98	98	200	SV_b38
325056	1	1	196	SV_b38
325077	102	98	200	SV_b38
325158	2	2	182	SV_b38
325178	1	1	200	SV_b38
325232	8	8	176	SV_b38
325292	63	45	200	SC_b39
325299	117	55	200	SC_b39
325317	1	1	200	SC_b39
325394	120	54	200	SC_b39
325515	199	1	200	SC_b39
325527	3	3	200	SC_b39
325702	19	19	200	SC_b39
325768	3	1	200	SC_b39
326025	1	1	200	SC_b39
326066	2	2	200	SC_b39
326268	117	55	200	SC_b39
326366	1	1	200	SC_b39
326414	34	28	200	SC_b39
326437	19	19	200	SC_b39
326445	35	29	200	SC_b39
326478	82	54	200	SC_b39
326487	2	2	200	SC_b39
326516	117	55	200	SC_b39
